10000,2998
20000,11677
30000,26151
40000,46700
50000,73217
60000,106030
70000,142345
80000,189906
90000,239482
100000,298630
110000,362630
120000,433295
130000,516868
140000,611391
150000,703504
10000,3213,
10000,3100,
