10000,4873
20000,20248
30000,46216
40000,82243
50000,129717
60000,193712
70000,272554
80000,370762
90000,495945
100000,644553
110000,812980
120000,1014543
130000,1226650
140000,1481799
150000,1761740
10000,5210,
